,_id,FHRSID,ChangesByServerID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,AddressLine3,AddressLine4,PostCode,Phone,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,SchemeType,RightToReply,Distance,NewRatingPending,links,scores.Hygiene,scores.Structural,scores.ConfidenceInManagement,geocode.longitude,geocode.latitude,meta.dataSource,meta.extractDate,meta.itemCount,meta.returncode,meta.totalCount,meta.totalPages,meta.pageSize,meta.pageNumber
0,65f5e9e8a4fa09a7210a3c62,110681,0,4029,The Chase Rest Home,Caring Premises,5,5-6 Southfields Road,Eastbourne,East Sussex,,BN21 1BU,,0,fhrs_0_en-gb,2021-09-23T00:00:00,102,Eastbourne,http://www.eastbourne.gov.uk/foodratings,Customerfirst@eastbourne.gov.uk,FHRS,,4613.888288172291,False,"[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/110681'}]",20,20,20,0.27694,50.769705,,0001-01-01T00:00:00,0,,0,0,0,0
1,65f5e9e8a4fa09a7210a3fe5,612039,0,1970/FOOD,Brenalwood,Caring Premises,5,Hall Lane,Walton-on-the-Naze,Essex,,CO14 8HN,,0,fhrs_0_en-gb,2022-06-22T00:00:00,120,Tendring,http://www.tendringdc.gov.uk/,fhsadmin@tendringdc.gov.uk,FHRS,,4617.965823673803,False,"[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/612039'}]",20,15,30,1.278721,51.857536,,0001-01-01T00:00:00,0,,0,0,0,0
2,65f5e9e8a4fa09a7210a42fc,730933,0,1698/FOOD,Melrose Hotel,Hotel/bed & breakfast/guest house,7842,53 Marine Parade East,Clacton On Sea,Essex,,CO15 6AD,,0,fhrs_0_en-gb,2021-08-13T00:00:00,120,Tendring,http://www.tendringdc.gov.uk/,fhsadmin@tendringdc.gov.uk,FHRS,,4619.6561440278165,False,"[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/730933'}]",20,20,20,1.15927,51.789429,,0001-01-01T00:00:00,0,,0,0,0,0
3,65f5e9e8a4fa09a7210a44e4,172735,0,PI/000023858,Seaford Pizza,Takeaway/sandwich shop,7844,4 High Street,Seaford,East Sussex,,BN25 1PG,,1,fhrs_1_en-gb,2021-12-23T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,FHRS,,4620.421724673841,False,"[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/172735'}]",20,10,20,0.10202,50.770885,,0001-01-01T00:00:00,0,,0,0,0,0
4,65f5e9e8a4fa09a7210a44f8,172953,0,PI/000024532,Golden Palace,Restaurant/Cafe/Canteen,1,5 South Street,Seaford,East Sussex,,BN25 1HP,,1,fhrs_1_en-gb,2021-10-07T00:00:00,105,Lewes,http://www.lewes-eastbourne.gov.uk/,ehealth.ldc@lewes-eastbourne.gov.uk,FHRS,,4620.437179097401,False,"[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/172953'}]",20,10,20,0.101446,50.770724,,0001-01-01T00:00:00,0,,0,0,0,0
5,65f5e9e8a4fa09a7210a4e9b,512854,0,12/00816/BUTH,Ashby's Butchers,Retailers - other,4613,777 Southchurch Road,Southend-On-Sea,Essex,,SS1 2PP,,0,fhrs_0_en-gb,2022-07-21T00:00:00,893,Southend-On-Sea,http://www.southend.gov.uk,EnvironmentalHealth@southend.gov.uk,FHRS,,4625.565258384611,False,"[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/512854'}]",20,20,20,0.736349,51.541448,,0001-01-01T00:00:00,0,,0,0,0,0
6,65f5e9e8a4fa09a7210a50b6,1537089,0,22/00224/RESTUN,South Sea Express Cuisine,Restaurant/Cafe/Canteen,1,33 Alexandra Street,Southend-on-sea,Essex,,SS1 1BW,,0,fhrs_0_en-gb,2022-08-03T00:00:00,893,Southend-On-Sea,http://www.southend.gov.uk,EnvironmentalHealth@southend.gov.uk,FHRS,,4626.200132034163,False,"[{'rel': 'self', 'href': 'https://api.ratings.food.gov.uk/establishments/1537089'}]",20,20,20,0.7121671,51.5350065,,0001-01-01T00:00:00,0,,0,0,0,0
7,65f5e9e9a4fa09a7210a65e4,155648,0,EH/00006058,Golden Palace,Takeaway/sandwich shop,7844,7 London Road,Rayleigh,Essex,,SS6 9HN,,0,fhrs_0_en-gb,2022-03-23T00:00:00,118,Rochford,http://www.rochford.gov.uk,customerservices@rochford.gov.uk,FHRS,,4632.27689004769,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/155648'}]",20,15,30,0.602364,51.591515,,0001-01-01T00:00:00,0,,0,0,0,0
8,65f5e9e9a4fa09a7210a6a26,1012883,0,17/00110/MIXED/S,The Tulip Tree,Restaurant/Cafe/Canteen,1,3 The Village,Chiddingstone,KENT,,TN8 7AH,,1,fhrs_1_en-gb,2022-03-04T00:00:00,187,Sevenoaks,http://www.sevenoaks.gov.uk/,environmental.health@sevenoaks.gov.uk,FHRS,,4633.934040834287,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1012883'}]",20,5,20,0.146449998021126,51.1859474182129,,0001-01-01T00:00:00,0,,0,0,0,0
9,65f5e9e9a4fa09a7210a7238,644109,0,41811,F & S,Retailers - other,4613,,81 Southernhay,Basildon,Essex,SS14 1EU,,0,fhrs_0_en-gb,2021-07-26T00:00:00,109,Basildon,http://www.basildon.gov.uk,ehs@basildon.gov.uk,FHRS,,4636.552523353182,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/644109'}]",20,20,20,0.462307,51.57005,,0001-01-01T00:00:00,0,,0,0,0,0
10,65f5e9e9a4fa09a7210a72ab,267034,0,11/00102/MIXED,Longhouse,Restaurant/Cafe/Canteen,1,17 London Road,Riverhead,KENT,,TN13 2BU,,0,fhrs_0_en-gb,2022-07-27T00:00:00,187,Sevenoaks,http://www.sevenoaks.gov.uk/,environmental.health@sevenoaks.gov.uk,FHRS,,4636.703065274148,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/267034'}]",20,25,30,0.169685,51.284795,,0001-01-01T00:00:00,0,,0,0,0,0
11,65f5e9e9a4fa09a7210a7960,972876,0,17/00059/FOOD/S,Westview Playgroup Based At Downsview Comm Primary,Other catering premises,7841,Downsview Community Primary School,Beech Avenue,Swanley,KENT,BR8 8AU,,1,fhrs_1_en-gb,2022-03-16T00:00:00,187,Sevenoaks,http://www.sevenoaks.gov.uk/,environmental.health@sevenoaks.gov.uk,FHRS,,4640.152449114619,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/972876'}]",20,20,5,0.1864034,51.3954686,,0001-01-01T00:00:00,0,,0,0,0,0
12,65f5e9e9a4fa09a7210a822d,1417416,0,21/00350/CP,Whatever The Weather Coffee,Mobile caterer,7846,EMR Erith,Manor Road,Erith,Kent,DA8 2AD,,0,fhrs_0_en-gb,2022-02-17T00:00:00,503,Bexley,http://www.bexley.gov.uk,food.safety@bexley.gov.uk,FHRS,,4642.935252133844,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1417416'}]",20,15,20,0.19265740017645,51.4774259502039,,0001-01-01T00:00:00,0,,0,0,0,0
13,65f5e9e9a4fa09a7210a8840,1384371,0,21/00062/MIXED,Kings Restaurant (Oriental),Takeaway/sandwich shop,7844,43 Kings Road,Brentwood,Essex,,CM14 4DJ,,0,fhrs_0_en-gb,2022-07-05T00:00:00,111,Brentwood,http://www.brentwood.gov.uk/,envhealth@brentwood.gov.uk,FHRS,,4644.277277495872,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1384371'}]",20,25,20,0.2983,51.618135,,0001-01-01T00:00:00,0,,0,0,0,0
14,65f5e9e9a4fa09a7210a8b96,907216,0,132648,Xich Lo,Restaurant/Cafe/Canteen,1,24 Station Lane,Hornchurch,,,RM12 6NJ,,1,fhrs_1_en-gb,2022-07-15T00:00:00,516,Havering,http://www.havering.gov.uk,environmental.health@havering.gov.uk,FHRS,,4645.006441020867,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/907216'}]",20,5,10,0.220507,51.561287,,0001-01-01T00:00:00,0,,0,0,0,0
15,65f5e9e9a4fa09a7210a912f,710382,0,PI/000194267,Asian Supermarket Ltd: T/A Best Food Wine Ltd,Retailers - other,4613,2 - 6 Basildon Road,,Abbey Wood,Greenwich,,,0,fhrs_0_en-gb,2022-04-22T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,FHRS,,4646.327124710291,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/710382'}]",20,20,20,0.1070469,51.4848146,,0001-01-01T00:00:00,0,,0,0,0,0
16,65f5e9e9a4fa09a7210a9171,1411729,0,21/00562/MIXED,Londis,Retailers - other,4613,5 - 7 Cranley Parade,Beaconsfield Road,Mottingham,London,SE9 4DZ,,0,fhrs_0_en-gb,2021-11-12T00:00:00,505,Bromley,http://www.bromley.gov.uk,food@bromley.gov.uk,FHRS,,4646.4482563738065,True,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1411729'}]",20,10,30,0.0460971,51.4273993,,0001-01-01T00:00:00,0,,0,0,0,0
17,65f5e9e9a4fa09a7210a93dc,1060293,0,PI/000206588,Costcutter,Retailers - other,4613,2 The Slade,,Plumstead,Greenwich,SE18 2NB,,0,fhrs_0_en-gb,2022-03-14T00:00:00,511,Greenwich,http://www.royalgreenwich.gov.uk,health@royalgreenwich.gov.uk,FHRS,,4646.814121604596,False,"[{'rel': 'self', 'href': 'http://api.ratings.food.gov.uk/establishments/1060293'}]",20,15,20,0.0888789,51.4800266,,0001-01-01T00:00:00,0,,0,0,0,0
